yaḥ soma sakhye tava raraṇat deva martyaḥ tam dakṣaḥ sacate kavi ḥ	O Soma, God, the mortal man who in thy friendship hath delight, Him doth the mighty Sage befriend.
nahi te agne vr̥ṣabha prati dhr̥ṣe jambhāsaḥ yat vi tiṣṭhase saḥ tvam naḥ hotariti su hutam haviḥ kr̥dhi vaṁsva naḥ vāryā puru	Not to be stayed, O Bull, O Agni, are thy teeth when thou art spreading far and wide. Make our oblations duly offered up, O Priest, and give us store of precious things.
śeṣe vaneṣu mātroḥ sam tvā martāsaḥ indhate atandraḥ havyā vahasi haviḥ kr̥taḥ āt it deveṣu rājasi	Thou liest in the wood: from both thy Mothers mortals kindle thee. Unweariedly thou bearest up the offerer’s gifts, then shinest bright among the Gods.
sapta hotāraḥ tam it īl̥ate tvā agne su tyajam ahrayam bhinatsi adr im tapasā vi śociṣā pra agne tiṣṭha janān ati	And so the seven priests, O Agni, worship thee, Free-giver, Everlasting One. Thou cleavest through the rock with heat and fervent glow. Agni, rise up above the men.
agnim agnim vaḥ adhri gum huvema vr̥kta barhiṣaḥ agnim hita prayasaḥ śaśvatīṣu ā hotāram carṣaṇīnām	For you let us whose grass is trimmed call Agni, Agni, restless God. Let us whose food is offered call to all the tribes Agni the Invoking Priest of men.
ketena śarman sacate su sāmani agne tubhyam cikitvanā iṣaṇyayā naḥ puru rūpam ā bhara vājan nediṣṭham ūtaye	Agni, with noble psalm that tells his wish he dwells, thinking on thee who guardest him. Speedily bring us strength of many varied sorts to be most near to succour us.
agne jaritaḥ viśpatiḥ tepānaḥ deva rakṣasaḥ aproṣi vān gr̥ha patiḥ mahān asi divaḥ pāyuḥ diroṇa yuḥ	Agni, Praise-singer! Lord of men, God! burner-up of Rakshasas, Mighty art thou, the ever-present Household-Lord, Home-friend and Guardian from the sky.
mā naḥ rakṣaḥ ā veśīt āghr̥ṇivaso ity āghr̥ṇi vaso mā yātuḥ yātu māvatām paraḥ gavyūti anirām apa kṣudham agne sedha rakṣasvinaḥ	Let no fiend come among us, O thou rich in light, no spell of those who deal in spells. To distant pastures drive faint hunger: far away, O Agni, chase the demons’ friends.
ubhayam śr̥ṇavat ca naḥ indraḥ arvāk idam vacaḥ satrācyā magha vā soma pītaye dhiyā śaviṣṭhaḥ ā gamat	BOTH boons, – may Indra, hitherward turned, listen to this prayer of ours, And mightiest Maghavan with thought inclined to us come near to drink the Soma juice.
tam hi sva rājam vr̥ṣabham tam ojase dhiṣaṇe niḥ tatakṣatuḥ uta upa mānām prathamaḥ ni sīdasi soma kāmam hi te manaḥ	For him, strong, independent Ruler, Heaven and Earth have fashioned forth for power and might. Thou seatest thee as first among thy peers in place, for thy soul longs for Soma juice.
ā vr̥ṣasva puruvaso itipuru vaso sutasya indra andhasaḥ vidma hi tvā hari vaḥ pr̥t su sasahim adhr̥ṣṭam cit dadhr̥ṣvaṇim	Fill thyself full, O Lord of wealth, O Indra, with the juice we shed. We know thee, Lord of Bay Steeds! victor in the fight, vanquishing e'en the invincible.
aprāmi satya magha van tathā it asat indra kratvā yathā vaśaḥ sanema vājam tava śiprin avasā makṣu cit yantaḥ adri vaḥ	Changeless in truth, O Maghavan Indra, let it be as thou in wisdom willest it. May we, O fair of check, win booty with thine aid, O Thunderer, swiftly seeking it.
śagdhi oṁ iti su śacī pate indra viśvābhiḥ ūti bhiḥ bhagam na hi tvā yaśasam vasu vidam anu śūra carāmasi	Indra, with all thy saving helps give us assistance, Lord of power. For after thee we follow even as glorious bliss, thee, Hero, finder-out of wealth.
pauraḥ aśvasya puru kr̥t gavām asi utsaḥ deva hiraṇyayaḥ nakiḥ h i dānam pari mardhiṣat tve iti yat yat yāmi tat ā bhara	Increaser of our steeds and multiplying kine, a golden well, O God, art thou, For no one may impair the gifts laid up in thee. Bring me whatever thing I ask.
tvam hi ā ihi cerave vidāḥ bhagam vasuttaye ut vavr̥ṣasva magha van go iṣṭaye ut indra aśvam iṣṭaye	For thou, – come to the worshipper! – wilt find great wealth to make us rich. Fill thyself full, O Maghavan, for gain of kine, full, Indra, for the gain of steeds.
tvam puru sahasrāṇi śatāni ca yūthā dānāya maṁhase ā puram daram cakr̥ma vipra vacasaḥ indram gāyantaḥ avase	Thou as thy gift bestowest many hundred herds, yea, many thousands dost thou give. With singers' hymns have we brought the Fort-render near, singing to Indra for his grace.
avipraḥ vā yat avidhat vipraḥ vā indra te vacaḥ saḥ pra mamandat tvāyā śatakrato itiśāta krato prācāmanyo itiprācāmanyo aham sana	Whether the simple or the sage, Indra, have offered praise to thee, He, Ṣatakratu! by his love hath gladdened thee, ambitious! ever pressing on!
ugra bāhuḥ mrakṣa kr̥tvā puram daraḥ yadi me śr̥ṇavat havam vasūyavo vasupatiṁ śatakratum stomair indram havāmahe	If he the Strong of arm, the breaker-down of forts, the great Destroyer, hear my call, We, seeking riches cry to Indra, Lord of wealth, to Ṣatakratu with our lauds.
na pāpāsaḥ manāmahe na arāyāsaḥ na jalhavaḥ yat it nu indram vr̥ṣaṇam sacā sute sakhāyam kr̥ṇavāmahai	We count not then as sinners, nor as niggardly or foolish men, When with the Soma juice which we have shed we make Indra, the Mighty One, our Friend.
ugram yuyujma pr̥tanāsu sasahim r̥ṇa kātim adābhyam veda bhr̥mam cit sanitā rathi tamaḥ vājinam yam it oṁ iti naśat	Him have we yoked in fight, the powerful Conqueror, debt-claimer, not to be deceived. Best charioteer, the Victor marks each fault, he knows the strong to whom he will come near.
yataḥ indra bhayāmahe tataḥ naḥ abhayam kr̥dhi magha van śagdhi tava tam naḥ ūti bhiḥ vi dviṣaḥ vi mr̥dhaḥ jahi	Indra, give us security from that whereof we are afraid. Help us, O Maghavan, let thy succour give us this: drive away foes and enemies.
tvam hi rādhaḥ pate rādhasaḥ mahaḥ kṣayasya asi vidhataḥ tam tvā vayam magha van indra girvaṇaḥ suta vantaḥ havāmahe	For thou, O liberal Lord of bounty, strengthenest his ample home who worships thee. So Indra, Maghavan, thou Lover of the Song, we with pressed Soma call on thee.
indraḥ spaṭ uta vr̥tra hā paraḥ pāḥ naḥ vareṇyaḥ saḥ naḥ rakṣiṣat caramam saḥ madhyamam saḥ paścāt pātu naḥ puraḥ	Indra is Vritra-slayer, guard, our best defender from the foe. May he preserve our last and middlemost, and keep watch from behind us and before.
tvam naḥ paścāt adharāt uttarāt puraḥ indra ni pāhi viśvataḥ āre asmat kr̥ṇuhi daivyam bhayam āre hetīḥ adevīḥ	Defend us from behind, below, above, in front, on all sides, Indra, shield us well. Keep far away from us the terror seat from heaven: keep impious weapons far away.
adya adya śvaḥ śvaḥ indras trāsva pare ca naḥ viśvā ca naḥ jaritr̥r̥n sat pate ahā divā naktam ca rakṣiṣaḥ	Protect us, Indra, each to-day, each morrow, and each following day. Our singers, through all days, shalt thou, Lord of the brave, keep safely both by day and night.
pra bhaṅgī śūraḥ magha vā tuvi maghaḥ sam miślaḥ vīryāya kam ubhā te bāhū iti vr̥ṣaṇā śatakrato itiśata krato ni yā vajram mimikṣatuḥ	A crushing Warrior, passing rich is Maghavan, endowed with all heroic might. Thine arms, O Ṣatakratu, are exceeding strong, arms which have grasped the thunderbolt.
pro iti asmai upa stutim bharata yat jujoṣati ukthaiḥ indrasya māhinam vayaḥ vardhanti sominaḥ bhadrāḥ indrasya rātayaḥ	OFFER ye up as praise to him that wherein Indra takes delight. The Soma-bringers magnify Indra's great energy with hymns. Good are the gifts that Indra gives.
ayujaḥ asamaḥ nr̥ bhiḥ ekaḥ kr̥ṣṭīḥ ayāsyaḥ pūrvīḥ ati pra vavr̥dhe viśvā jātāni ojasā bhadrāḥ indrasya rātayaḥ	Sole among chiefs, companionless, impetuous, and peerless, he Hath waxen great o'er many folk, yea., over all things born, in might.
ahitena cit arvatā jīra dānuḥ siṣāsati pra vācyam indra tat tava vīryāṇi kariṣyataḥ bhadrāḥ indrasya rātayaḥ	Call hither with thy newest song Indra who lacks not hymns of praise, Him who observes and knows, inspirer of the sage, him who seems eager to enjoy.
ā yāhi kr̥ṇavāma te indra brahmāṇi vardhanā yebhiḥ śaviṣṭha cākanaḥ bhadram iha śravasyate bhadrāḥ indrasya rātayaḥ	Come to us.hither: let us pay devotions that enhance thy might, For which, Most Potent! thou wouldst fain bless the man here who strives for fame.
dhr̥ṣataḥ cit dhr̥ṣat manaḥ kr̥ṇoṣi indra yat tvam tīvraiḥ somaiḥ saparyataḥ namaḥ bhiḥ prati bhūṣataḥ bhadrāḥ indrasya rātayaḥ	For thou, O Indra, makest yet more bold the spirit of the bold Who with strong Soma serveth thee, still ready with his reverent prayers.
ava caṣṭe r̥cīṣamaḥ avatān iva mānuṣaḥ juṣṭavī dakṣasya sominaḥ sakhāyam kr̥ṇute yujam bhadrāḥ indrasya rātayaḥ	Worthy of song, he looketh down as a man looketh into wells. Pleased with the Soma-bringer's skill he maketh him his mate and friend.
viśve te indra vīryam devāḥ anu kratum daduḥ bhuvaḥ viśvasya go patiḥ puru stuta bhadrāḥ indrasya rātayaḥ	In strength and wisdom all the Gods, Indra, have yielded unto thee. Be thou the Guard of all, O thou whom many praise.
gr̥ṇe tat indra te śavaḥ upa mam deva tātaye yat haṁsi vr̥tram ojasā śacī pate bhadrāḥ indrasya rātayaḥ	Praised, Indra, is this might of thine, best for the service of the Gods, That thou with power dost slay Vr̥itra, O Lord of Strength.
samanāiva vapuṣyataḥ kr̥ṇavat mānuṣā yugā vide tat indraḥ cetanam agha śrutaḥ bhadrāḥ indrasya rātayaḥ	He makes the races of mankind like synods of the Beauteous One. Indra knows this his manifest deed, and is renowned.
ut jātam indra te śavaḥ ut tvām ut tava kratum bhūrigo itibhūri go bhūri vavr̥dhuḥ magha van tava śarmaṇi bhadrāḥ indrasya rātayaḥ	Thy might, O Indra, at its birth, thee also, and thy mental power, In thy care, Maghavan rich in kine! they have increased exceedingly.
aham ca tvam ca vr̥tra han sam yujyāva sani bhyaḥ ā arāti vā ci t adri vaḥ anu nau śūra maṁsate bhadrāḥ indrasya rātayaḥ	O Vritra-slayer, thou and I will both combine for winning spoil. Even malignity will consent, O Bolt-armed Hero, unto us.
satyam ir vai oṁ iti tam vayam indram stavāma na anr̥tam mahān asunvataḥ vadhaḥ bhūri jyotīṁṣi sunvataḥ bhadrāḥ indrasya rātayaḥ	Let us extol this Indra as truthful and never as untrue. Dire is his death who pours no gifts: great light hath he who offers them. Good are the gifts that Indra gives.
saḥ pūrvyaḥ mahānām venaḥ kratu bhiḥ ānaje yasya dvārā manuḥ pitā deveṣu dhiyaḥ ānaje	WITH powers of Mighty Ones hath he, Ancient, Beloved, been equipped, Through whom the Father Manu made prayers efficacious with the Gods.
divaḥ mānam na ut sadan soma pr̥ṣṭhāsaḥ adrayaḥ ukthā brahma ca śaṁsyā	Him, Maker of the sky, let stones wet with the Soma ne'er forsake, Nor hymns and prayer that must be said.
saḥ vidvāṁn aṅgiraḥ bhyaḥ indraḥ gāḥ avr̥ṇot apa stuṣe tat asya paiṁsyam	Indra who knew full well disclosed the kine to the Angirases. This his great deed must be extolled.
saḥ pratna thā kavi vr̥dhaḥ indraḥ vākasya vakṣaṇiḥ śivaḥ arkasya homani asma trā gantu avase	Indra, promoter of the song, the sage's Strengthener as of old, Shall come to bless and succour us at presentation of this laud.
āt oṁ iti nu te anu kratum svāhā varasya yajyavaḥ śvātram arkāḥ anūṣata indra gotrasya dāvane	Now after their desire's intent the pious singers with the cry Of Hail! have sung loud hymns to thee, Indra, to gain a stall of kine.
indre viśvāni vīryā kr̥tāni kartvāni ca yam arkāḥ adhvaram viduḥ	With Indra rest all deeds of might, deeds done and yet to be performed, Whom singers know devoid of guile.
yat pāñca janyayā viśā indre ghoṣāḥ asr̥kṣata astr̥ṇāt barhaṇā vipaḥ aryaḥ mānasya saḥ kṣayaḥ	When the Five Tribes with all their men to Indra have sent out their voice, And when the priest hath strewn much grass, this is the Friend's own dwellingpiace.
iyam oṁ iti te anu stutiḥ cakr̥ṣe tāni paiṁsyā pra āvaḥ cakrasya vartanim	This praise is verily thine own: thou hast performed these manly deeds, And sped the wheel upon its way.
asya vr̥ṣṇaḥ vi odane uru kramiṣṭa jīvase yavam na paśvaḥ ā dade	At the o'erflowing of this Steer, boldly he strode for life, and took Soma as cattle take their corn.
tat dadhānāḥ avasyavaḥ yuṣmābhiḥ dakṣa pitaraḥ syāma marutvataḥ vr̥dhe	Receiving this and craving help, we, who with you are Daksha's sons, Would fain exalt the Maruts' Lord.
baṭ r̥tviyāya dhāmnai r̥kva bhiḥ śūra nonumaḥ jeṣāma indra tvayā yujā	Yea, Hero, with the singers we sing to the duly-coming Band Allied with thee may we prevail.
asme iti rudrāḥ mehanā parvatāsaḥ vr̥tra hatye bhara hūtau sa joṣāḥ yaḥ śaṁsate stuvate dhāyi pajraḥ indra jyeṣṭāḥ asmān avantu devāḥ	With us are raining Rudras, clouds accordant in call to battle at the death of Vritra, The strong assigned to him who sings and praises. May Gods with Indra at their head protect us.
ut tvā mandantu stomāḥ kr̥ṇuṣva rādhaḥ adri vaḥ ava brahma dviṣaḥ jahi	MAY our hymns give thee great delight. Display thy bounty, Thunderer. Drive off the enemies of prayer.
padā paṇīn arādhasaḥ ni bādhasva mahān asi nahi tvā kaḥ cana prati	Crush with thy foot the niggard churls who bring no gifts. Mighty art thou There is not one to equal thee.
tvam īśiṣe sutānām indra tvam asutānām tvam rājā janānām	Thou art the Lord of Soma pressed, Soma impressed is also thine. Thou art the Sovran of the folk.
ā ihi pra ihi kṣayaḥ divi āghoṣan carṣaṇīṇām ā ubhe iti pr̥ṇāsi rodasī iti	Come, go thou forth, dwelling in heaven and listening to the prayers of men: Thou fillest both the heavens and earth.
tyam cit parvatam girim śata vantam sahasriṇam vi stotr̥ bhyaḥ rurojitha	Even that hill with rocky heights, with hundreds, thousands, held within. Thou for thy worshippers brakest through.
vayam oṁ iti tvā divā sute vayam naktam havāmahe asmākam kāmam ā pr̥ṇa	We call on thee both night and day to taste the flowing Soma juice: Do thou fulfil our heart's desire.
kva syaḥ vr̥ṣabhaḥ yuvā tuvi grīvaḥ anānataḥ brahmā kaḥ tam saparyati	Where is that ever-youthful Steer, strong-necked and never yet bent down? What Brahman ministers to him?
kasya svit savanam vr̥ṣā jujuṣvān ava gacchati indram kaḥ oṁ iti svit ā cake	To whose libation doth the Steer, betake him with delight therein? Who takes delight in Indra now?
kam te dānāḥ asakṣata vr̥tra han kam su vīryā ukthe kaḥ oṁ iti svit antamaḥ	Whom, Vritra-slayer, have thy gifts and hero powers accompanied? Who is thy dearest in the land?
ayam te mānuṣe jane somaḥ pūruṣu sūyate tasya ā ihi pra drava p iba	For thee among mankind, among the Pûrus is this Soma shed. Hasten thou hither: drink thereof.
ayam te śaryaṇāvati su somāyām adhi priyaḥ ārjīkīye madin tamaḥ	This, growing by Sushomâ and by Ṣaryaṇâvân, dear to thee, In Ârjîkîya, cheers thee best.
tam adya rādhase mahe cārum madāya ghr̥ṣvaye ā ihi īm indra drava piba	Hasten thou hitherward, and drink this for munificence to-day Delightful for thine eager draught.
yat indra prāk apāk udak nyak vā hūyase nr̥ bhiḥ ā yāhi tūyam āśu bhiḥ	THOUGH, Indra, thou art called by men from east and west, from north and south, Come hither quickly with fleet steeds;
yat vā pra sravaṇe divaḥ mādayāse svaḥ nare yat vā samudre andhasaḥ	If in the effluence of heaven, rich in its light, thou takest joy, Or in the sea in Soma juice.
